SEED,DIST TRAVELLED RANDOM,TIME TAKEN RANDOM,DIST TRAVELLED HEURISTIC,TIME TAKEN HEURISTIC,DIST TRAVELLED OPTIMAL,TIME TAKEN OPTIMAL,NO OF CROSS AISLES,NO OF PICKERS,NO ROWS COLS,NO SKUS
1697023329.400439,456,1140.0,80,200.0,54,135.0,0,1,1,40
1697023330.405077,5221,13052.5,1694,4235.0,2078,5195.0,6,1,7,40
1697023332.860449,1311,3277.5,328,820.0,361,902.5,1,1,2,40
1697023333.907308,3688,9220.0,1206,3015.0,1852,4630.0,4,1,5,40
1697023335.703944,5644,14110.0,1546,3865.0,2470,6175.0,7,1,8,40
1697023339.014504,620,1550.0,80,200.0,54,135.0,0,1,1,40
1697023340.017931,556,1390.0,80,200.0,54,135.0,0,1,1,40
1697023341.030022,6281,15702.5,2080,5200.0,2772,6930.0,8,1,9,40
1697023344.135937,3187,7967.5,1286,3215.0,1882,4705.0,4,1,5,40
1697023346.015165,5378,13445.0,1574,3935.0,2416,6040.0,6,1,7,40
1697023348.660438,1268,3170.0,328,820.0,651,1627.5,1,1,2,40
1697023349.747446,4575,11437.5,1588,3970.0,2132,5330.0,6,1,7,40
1697023352.102112,5102,12755.0,2130,5325.0,2495,6237.5,8,1,9,40
1697023355.303501,2205,5512.5,506,1265.0,789,1972.5,2,1,3,40
1697023356.484673,6233,15582.5,1902,4755.0,2353,5882.5,7,1,8,40
1697023358.589691,568,1420.0,80,200.0,54,135.0,0,1,1,40
1697023359.591062,486,1215.0,80,200.0,54,135.0,0,1,1,40
1697023360.602628,4070,10175.0,1038,2595.0,1508,3770.0,4,1,5,40
1697023362.331872,5084,12710.0,2106,5265.0,2928,7320.0,8,1,9,40
1697023365.995124,2430,6075.0,852,2130.0,1016,2540.0,3,1,4,40
1697023367.317945,562,1405.0,80,200.0,54,135.0,0,1,1,40
1697023368.321292,3790,9475.0,1702,4255.0,2277,5692.5,6,1,7,40
1697023371.219638,1390,3475.0,328,820.0,584,1460.0,1,1,2,40
1697023372.288326,3065,7662.5,1288,3220.0,1488,3720.0,4,1,5,40
1697023373.923459,3946,9865.0,1604,4010.0,1890,4725.0,6,1,7,40
1697023375.93046,2353,5882.5,506,1265.0,996,2490.0,2,1,3,40
1697023377.177422,5942,14855.0,2040,5100.0,3020,7550.0,8,1,9,40
1697023381.513474,4748,11870.0,1884,4710.0,2631,6577.5,7,1,8,40
1697023384.292671,554,1385.0,80,200.0,54,135.0,0,1,1,40
1697023385.292671,3616,9040.0,1384,3460.0,1839,4597.5,5,1,6,40
1697023387.093444,506,1265.0,80,200.0,54,135.0,0,1,1,40
1697023388.093444,5424,13560.0,1764,4410.0,2131,5327.5,6,1,7,40
1697023390.467631,2226,5565.0,506,1265.0,918,2295.0,2,1,3,40
1697023391.718169,646,1615.0,80,200.0,54,135.0,0,1,1,40
1697023392.720254,4134,10335.0,1496,3740.0,2010,5025.0,5,1,6,40
1697023394.787086,2061,5152.5,854,2135.0,1045,2612.5,3,1,4,40
1697023396.083883,2227,5567.5,848,2120.0,1202,3005.0,3,1,4,40
1697023397.368727,4961,12402.5,2022,5055.0,2220,5550.0,7,1,8,40
1697023400.193126,6295,15737.5,1960,4900.0,3112,7780.0,8,1,9,40
1697023404.831705,1267,3167.5,328,820.0,521,1302.5,1,1,2,40
1697023405.917785,6430,16075.0,2200,5500.0,2984,7460.0,8,1,9,40
1697023410.017423,1499,3747.5,328,820.0,428,1070.0,1,1,2,40
1697023411.063597,1290,3225.0,328,820.0,382,955.0,1,1,2,40
1697023412.101203,602,1505.0,80,200.0,54,135.0,0,1,1,40
1697023413.107283,2829,7072.5,1122,2805.0,1416,3540.0,4,1,5,40
1697023414.454513,4290,10725.0,1906,4765.0,2703,6757.5,7,1,8,40
1697023417.609901,4330,10825.0,1696,4240.0,2145,5362.5,6,1,7,40
1697023420.171737,1440,3600.0,328,820.0,574,1435.0,1,1,2,40
1697023421.245099,618,1545.0,80,200.0,54,135.0,0,1,1,40
1697023422.265322,3549,8872.5,1286,3215.0,1664,4160.0,4,1,5,40
1697023424.065008,566,1415.0,80,200.0,54,135.0,0,1,1,40
1697023425.065008,3991,9977.5,1308,3270.0,1704,4260.0,5,1,6,40
1697023427.054865,4572,11430.0,1310,3275.0,1805,4512.5,5,1,6,40
1697023429.103843,5958,14895.0,2076,5190.0,2447,6117.5,8,1,9,40
1697023433.209621,3430,8575.0,1122,2805.0,1502,3755.0,4,1,5,40
1697023434.805225,1192,2980.0,328,820.0,454,1135.0,1,1,2,40
1697023435.857151,2632,6580.0,1012,2530.0,1250,3125.0,3,1,4,40
1697023437.271397,580,1450.0,80,200.0,54,135.0,0,1,1,40
1697023438.288261,2651,6627.5,928,2320.0,1207,3017.5,3,1,4,40
1697023439.591817,1356,3390.0,328,820.0,406,1015.0,1,1,2,40
1697023440.638744,4415,11037.5,1610,4025.0,1810,4525.0,6,1,7,40
1697023442.783181,2589,6472.5,932,2330.0,1080,2700.0,3,1,4,40
1697023444.108572,514,1285.0,80,200.0,54,135.0,0,1,1,40
1697023445.113363,3711,9277.5,1044,2610.0,1264,3160.0,4,1,5,40
1697023446.651098,4351,10877.5,1764,4410.0,2060,5150.0,6,1,7,40
1697023449.016026,4691,11727.5,1522,3805.0,1926,4815.0,6,1,7,40
1697023450.985287,614,1535.0,80,200.0,54,135.0,0,1,1,40
1697023452.00417,3965,9912.5,1662,4155.0,2044,5110.0,6,1,7,40
1697023454.5162,3782,9455.0,1610,4025.0,2198,5495.0,6,1,7,40
1697023457.047887,4417,11042.5,1690,4225.0,2460,6150.0,6,1,7,40
1697023459.786022,4540,11350.0,1880,4700.0,2261,5652.5,7,1,8,40
1697023462.17601,2190,5475.0,506,1265.0,1072,2680.0,2,1,3,40
1697023463.42511,1977,4942.5,506,1265.0,894,2235.0,2,1,3,40
1697023464.58928,2718,6795.0,932,2330.0,1003,2507.5,3,1,4,40
1697023465.793565,4488,11220.0,1702,4255.0,2064,5160.0,6,1,7,40
1697023468.120828,2455,6137.5,932,2330.0,1192,2980.0,3,1,4,40
1697023469.469457,1424,3560.0,328,820.0,524,1310.0,1,1,2,40
1697023470.560774,2508,6270.0,854,2135.0,1067,2667.5,3,1,4,40
1697023471.823195,4806,12015.0,1746,4365.0,2142,5355.0,6,1,7,40
1697023474.233709,1368,3420.0,328,820.0,588,1470.0,1,1,2,40
1697023475.307666,4086,10215.0,1482,3705.0,2210,5525.0,5,1,6,40
1697023477.529669,5739,14347.5,2192,5480.0,2722,6805.0,8,1,9,40
1697023481.248729,5477,13692.5,2080,5200.0,2594,6485.0,8,1,9,40
1697023484.141214,4334,10835.0,1678,4195.0,2058,5145.0,6,1,7,40
1697023486.674624,1480,3700.0,328,820.0,577,1442.5,1,1,2,40
1697023487.774992,5574,13935.0,1682,4205.0,2502,6255.0,6,1,7,40
1697023490.40934,4118,10295.0,1660,4150.0,1732,4330.0,6,1,7,40
1697023492.258945,592,1480.0,80,200.0,54,135.0,0,1,1,40
1697023493.265174,2852,7130.0,1030,2575.0,1370,3425.0,4,1,5,40
1697023494.735553,5252,13130.0,1794,4485.0,2354,5885.0,7,1,8,40
1697023498.020914,3989,9972.5,1778,4445.0,2376,5940.0,6,1,7,40
1697023500.629783,4183,10457.5,1584,3960.0,1889,4722.5,5,1,6,40
1697023502.556188,590,1475.0,80,200.0,54,135.0,0,1,1,40
1697023503.571817,5694,14235.0,1744,4360.0,2282,5705.0,7,1,8,40
1697023506.200337,560,1400.0,80,200.0,54,135.0,0,1,1,40
1697023507.21065,4509,11272.5,1756,4390.0,2156,5390.0,6,1,7,40
1697023509.366471,1462,3655.0,328,820.0,555,1387.5,1,1,2,40
1697023510.427339,646,1615.0,80,200.0,54,135.0,0,1,1,40
1697023511.434138,3800,9500.0,1496,3740.0,1744,4360.0,6,1,7,40
1697023513.289941,2998,7495.0,1202,3005.0,1530,3825.0,4,1,5,40
1697023514.990304,552,1380.0,80,200.0,54,135.0,0,1,1,40
1697023516.005911,1395,3487.5,328,820.0,394,985.0,1,1,2,40
1697023517.046966,4864,12160.0,2066,5165.0,2180,5450.0,7,1,8,40
1697023519.807083,5513,13782.5,2182,5455.0,2872,7180.0,8,1,9,40
1697023524.097036,1416,3540.0,328,820.0,494,1235.0,1,1,2,40
1697023525.169332,4865,12162.5,1998,4995.0,3010,7525.0,8,1,9,40
1697023528.940402,4178,10445.0,1410,3525.0,2000,5000.0,5,1,6,40
1697023531.032128,490,1225.0,80,200.0,54,135.0,0,1,1,40
1697023532.039214,3017,7542.5,1282,3205.0,1440,3600.0,4,1,5,40
1697023533.519402,2760,6900.0,932,2330.0,1102,2755.0,3,1,4,40
1697023534.85981,2437,6092.5,932,2330.0,934,2335.0,3,1,4,40
1697023536.123152,5379,13447.5,2266,5665.0,2868,7170.0,8,1,9,40
1697023539.949548,2723,6807.5,1012,2530.0,1275,3187.5,3,1,4,40
1697023541.384888,1641,4102.5,506,1265.0,936,2340.0,2,1,3,40
1697023542.557557,4859,12147.5,2194,5485.0,2952,7380.0,8,1,9,40
1697023546.400256,3836,9590.0,1202,3005.0,1588,3970.0,4,1,5,40
1697023548.007507,5268,13170.0,1966,4915.0,2406,6015.0,7,1,8,40
1697023550.771776,2408,6020.0,506,1265.0,848,2120.0,2,1,3,40
1697023551.949126,5858,14645.0,2184,5460.0,2860,7150.0,8,1,9,40
1697023556.238242,5422,13555.0,2074,5185.0,2870,7175.0,8,1,9,40
1697023560.050404,5414,13535.0,1982,4955.0,2476,6190.0,8,1,9,40
1697023563.659401,524,1310.0,80,200.0,54,135.0,0,1,1,40
1697023564.66959,2279,5697.5,506,1265.0,878,2195.0,2,1,3,40
1697023565.895097,2345,5862.5,506,1265.0,866,2165.0,2,1,3,40
1697023567.045134,3367,8417.5,1282,3205.0,1570,3925.0,4,1,5,40
1697023568.793848,3297,8242.5,1122,2805.0,1604,4010.0,4,1,5,40
1697023570.568836,3728,9320.0,1430,3575.0,1961,4902.5,5,1,6,40
1697023572.540799,4685,11712.5,2044,5110.0,2665,6662.5,7,1,8,40
1697023575.777654,1945,4862.5,506,1265.0,674,1685.0,2,1,3,40
1697023576.875511,2860,7150.0,932,2330.0,1135,2837.5,3,1,4,40
1697023578.171783,4888,12220.0,1884,4710.0,2225,5562.5,7,1,8,40
1697023580.511035,5434,13585.0,1736,4340.0,2926,7315.0,8,1,9,40
1697023584.855993,1898,4745.0,506,1265.0,652,1630.0,2,1,3,40
1697023585.986206,3806,9515.0,1646,4115.0,1926,4815.0,5,1,6,40
1697023588.031182,4154,10385.0,1514,3785.0,2266,5665.0,6,1,7,40
1697023590.473047,6429,16072.5,2076,5190.0,2690,6725.0,8,1,9,40
1697023594.347833,4991,12477.5,1622,4055.0,2392,5980.0,6,1,7,40
1697023597.234731,3243,8107.5,1402,3505.0,2101,5252.5,5,1,6,40
1697023599.315752,4863,12157.5,1854,4635.0,2676,6690.0,7,1,8,40
1697023602.356332,4817,12042.5,1754,4385.0,1862,4655.0,6,1,7,40
1697023604.388465,1919,4797.5,506,1265.0,934,2335.0,2,1,3,40
1697023605.597126,1194,2985.0,328,820.0,530,1325.0,1,1,2,40
1697023606.66481,2015,5037.5,506,1265.0,826,2065.0,2,1,3,40
1697023607.793842,5490,13725.0,2270,5675.0,2880,7200.0,8,1,9,40
1697023611.589944,5067,12667.5,1848,4620.0,2264,5660.0,6,1,7,40
1697023614.072764,2686,6715.0,928,2320.0,1044,2610.0,3,1,4,40
1697023615.367913,1899,4747.5,506,1265.0,978,2445.0,2,1,3,40
1697023616.582466,5863,14657.5,2220,5550.0,2781,6952.5,8,1,9,40
1697023620.549679,1533,3832.5,328,820.0,520,1300.0,1,1,2,40
1697023621.622923,5646,14115.0,1928,4820.0,2860,7150.0,8,1,9,40
1697023625.426069,5970,14925.0,2038,5095.0,2746,6865.0,8,1,9,40
1697023629.504444,2206,5515.0,844,2110.0,1275,3187.5,3,1,4,40
1697023630.943407,1394,3485.0,328,820.0,523,1307.5,1,1,2,40
1697023632.000075,3192,7980.0,1012,2530.0,1109,2772.5,3,1,4,40
1697023633.20425,1902,4755.0,506,1265.0,922,2305.0,2,1,3,40
1697023634.396603,2157,5392.5,852,2130.0,1190,2975.0,3,1,4,40
1697023635.814804,3098,7745.0,1114,2785.0,1354,3385.0,4,1,5,40
1697023637.248709,4307,10767.5,1700,4250.0,2026,5065.0,6,1,7,40
1697023639.497982,1853,4632.5,506,1265.0,792,1980.0,2,1,3,40
1697023640.629741,508,1270.0,80,200.0,54,135.0,0,1,1,40
1697023641.647115,3502,8755.0,1582,3955.0,2080,5200.0,6,1,7,40
1697023643.640319,2283,5707.5,932,2330.0,1030,2575.0,3,1,4,40
1697023644.903355,1148,2870.0,328,820.0,639,1597.5,1,1,2,40
1697023645.991882,1497,3742.5,328,820.0,553,1382.5,1,1,2,40
1697023647.047608,5477,13692.5,2266,5665.0,3090,7725.0,8,1,9,40
1697023651.290342,3454,8635.0,1122,2805.0,1360,3400.0,4,1,5,40
1697023652.674564,1235,3087.5,328,820.0,520,1300.0,1,1,2,40
1697023653.732145,2676,6690.0,932,2330.0,1245,3112.5,3,1,4,40
1697023655.060173,4809,12022.5,1814,4535.0,2694,6735.0,7,1,8,40
1697023658.865225,4566,11415.0,2146,5365.0,2901,7252.5,7,1,8,40
1697023662.054881,4252,10630.0,1488,3720.0,2061,5152.5,5,1,6,40
1697023664.182427,5063,12657.5,1594,3985.0,2114,5285.0,6,1,7,40
1697023666.298504,4405,11012.5,1890,4725.0,2502,6255.0,7,1,8,40
1697023669.365864,2559,6397.5,932,2330.0,1302,3255.0,3,1,4,40
1697023670.797374,3873,9682.5,1198,2995.0,1488,3720.0,4,1,5,40
1697023672.398938,596,1490.0,80,200.0,54,135.0,0,1,1,40
1697023673.398938,3272,8180.0,1204,3010.0,1754,4385.0,4,1,5,40
1697023675.236825,4710,11775.0,1674,4185.0,2266,5665.0,6,1,7,40
1697023677.608694,1436,3590.0,328,820.0,507,1267.5,1,1,2,40
1697023678.681892,3539,8847.5,1118,2795.0,1610,4025.0,4,1,5,40
1697023680.403831,3929,9822.5,1518,3795.0,2424,6060.0,6,1,7,40
1697023683.434631,2618,6545.0,930,2325.0,1222,3055.0,3,1,4,40
1697023684.854827,5287,13217.5,2326,5815.0,3143,7857.5,8,1,9,40
1697023689.032681,1392,3480.0,328,820.0,493,1232.5,1,1,2,40
1697023690.093409,5170,12925.0,1860,4650.0,2569,6422.5,7,1,8,40
1697023693.192412,1351,3377.5,328,820.0,466,1165.0,1,1,2,40
1697023694.243874,3495,8737.5,1110,2775.0,1546,3865.0,4,1,5,40
1697023695.833549,4217,10542.5,1650,4125.0,2170,5425.0,6,1,7,40
1697023698.1654,4602,11505.0,1528,3820.0,2264,5660.0,6,1,7,40
1697023700.614433,5236,13090.0,1742,4355.0,2494,6235.0,7,1,8,40
1697023703.944003,2383,5957.5,942,2355.0,1149,2872.5,3,1,4,40
1697023705.266029,5969,14922.5,2106,5265.0,2828,7070.0,8,1,9,40
1697023708.986359,604,1510.0,80,200.0,54,135.0,0,1,1,40
1697023709.993365,2759,6897.5,1012,2530.0,1212,3030.0,3,1,4,40
1697023711.394988,606,1515.0,80,200.0,54,135.0,0,1,1,40
1697023712.394988,4722,11805.0,1782,4455.0,2647,6617.5,7,1,8,40
1697023715.103596,1793,4482.5,506,1265.0,804,2010.0,2,1,3,40
1697023716.299575,5013,12532.5,1698,4245.0,2783,6957.5,7,1,8,40
1697023719.667857,1300,3250.0,328,820.0,517,1292.5,1,1,2,40
1697023720.712815,2138,5345.0,506,1265.0,760,1900.0,2,1,3,40
1697023721.857539,4908,12270.0,1522,3805.0,2144,5360.0,6,1,7,40
1697023724.013505,580,1450.0,80,200.0,54,135.0,0,1,1,40
1697023725.013505,1896,4740.0,506,1265.0,764,1910.0,2,1,3,40
1697023726.174257,568,1420.0,80,200.0,54,135.0,0,1,1,40
1697023727.174257,422,1055.0,80,200.0,54,135.0,0,1,1,40
1697023728.191477,1361,3402.5,328,820.0,589,1472.5,1,1,2,40
1697023729.279167,3433,8582.5,1234,3085.0,1592,3980.0,5,1,6,40
1697023731.014677,4246,10615.0,1618,4045.0,2232,5580.0,6,1,7,40
1697023733.357205,1790,4475.0,506,1265.0,686,1715.0,2,1,3,40
1697023734.488058,4115,10287.5,1740,4350.0,2000,5000.0,6,1,7,40
1697023736.772157,6164,15410.0,1828,4570.0,2655,6637.5,7,1,8,40
1697023739.738236,6648,16620.0,1934,4835.0,2719,6797.5,7,1,8,40
1697023742.973496,2935,7337.5,1124,2810.0,1642,4105.0,4,1,5,40
1697023744.728177,2997,7492.5,1118,2795.0,1514,3785.0,4,1,5,40
1697023746.297888,5095,12737.5,1958,4895.0,2426,6065.0,7,1,8,40
1697023749.200197,586,1465.0,80,200.0,54,135.0,0,1,1,40
1697023750.200197,1625,4062.5,328,820.0,428,1070.0,1,1,2,40
1697023751.251661,6475,16187.5,1994,4985.0,2530,6325.0,8,1,9,40
1697023754.563715,4517,11292.5,1488,3720.0,1783,4457.5,5,1,6,40
1697023756.374009,4861,12152.5,1770,4425.0,2152,5380.0,6,1,7,40
1697023759.107524,490,1225.0,80,200.0,54,135.0,0,1,1,40
1697023760.12315,2572,6430.0,932,2330.0,1356,3390.0,3,1,4,40
1697023761.591709,4059,10147.5,1772,4430.0,2258,5645.0,6,1,7,40
1697023764.258933,5781,14452.5,2138,5345.0,2694,6735.0,8,1,9,40
1697023768.267812,2571,6427.5,852,2130.0,1060,2650.0,3,1,4,40
1697023769.535253,6042,15105.0,2024,5060.0,2892,7230.0,8,1,9,40
1697023773.862564,4177,10442.5,1928,4820.0,2186,5465.0,6,1,7,40
1697023776.227469,5061,12652.5,1758,4395.0,2222,5555.0,6,1,7,40
1697023778.480059,3873,9682.5,1564,3910.0,2144,5360.0,5,1,6,40
1697023780.754968,6414,16035.0,1976,4940.0,2546,6365.0,8,1,9,40
1697023784.295863,5066,12665.0,1746,4365.0,2668,6670.0,7,1,8,40
1697023787.872243,3587,8967.5,1250,3125.0,1873,4682.5,5,1,6,40
1697023789.686071,5060,12650.0,1752,4380.0,2352,5880.0,6,1,7,40
1697023792.45809,1581,3952.5,328,820.0,437,1092.5,1,1,2,40
1697023793.52446,5570,13925.0,1728,4320.0,2789,6972.5,7,1,8,40
1697023796.867247,616,1540.0,80,200.0,54,135.0,0,1,1,40
1697023797.867247,4081,10202.5,1698,4245.0,2042,5105.0,6,1,7,40
1697023800.185854,4299,10747.5,1392,3480.0,1989,4972.5,5,1,6,40
1697023802.27328,4135,10337.5,1476,3690.0,1756,4390.0,5,1,6,40
1697023804.007089,4731,11827.5,1792,4480.0,2416,6040.0,6,1,7,40
1697023806.391815,3530,8825.0,1580,3950.0,2050,5125.0,5,1,6,40
1697023808.340733,5371,13427.5,1862,4655.0,2530,6325.0,7,1,8,40
1697023811.609396,4621,11552.5,1762,4405.0,2366,5915.0,6,1,7,40
1697023813.908021,3888,9720.0,1484,3710.0,2161,5402.5,5,1,6,40
1697023815.856581,1830,4575.0,506,1265.0,740,1850.0,2,1,3,40
1697023816.98049,5450,13625.0,2184,5460.0,2646,6615.0,8,1,9,40
1697023820.716675,5375,13437.5,2244,5610.0,2974,7435.0,8,1,9,40
1697023824.533992,5541,13852.5,2216,5540.0,2498,6245.0,8,1,9,40
1697023828.01109,5976,14940.0,1924,4810.0,2286,5715.0,7,1,8,40
1697023831.459925,5394,13485.0,1878,4695.0,2535,6337.5,7,1,8,40
1697023834.741751,2184,5460.0,506,1265.0,924,2310.0,2,1,3,40
1697023835.930912,584,1460.0,80,200.0,54,135.0,0,1,1,40
1697023836.946538,3113,7782.5,1286,3215.0,1746,4365.0,4,1,5,40
